premise_code,premise,address,premise_type,state,district
11556.0,PASAR BASAH UMUM SEMPORNA,"MAJLIS DAERAH SEMPORNA, PEKAN SEMPORNA, 91308 SEMPORNA, SABAH,",Pasar Basah ,Sabah,Semporna
11558.0,PERNIAGAAN ABCD,"DEPAN PASAR BESAR PASIR PUTEH,JLN TENGKU RAHIM,",Pasar Mini,Kelantan,Pasir Puteh
11562.0,GIANT SUPERMARKET ( SETIAWANGSA ),"LOT 16974 & 16975,JALAN SETIAWANGSA 8,TAMAN SETIAWANGSA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Setiawangsa
11564.0,AEON ( AU2 ),"NO. 6, JALAN TAMAN SETIAWANGSA,AU2, TAMAN KERAMAT,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Setiawangsa
11566.0,UMA RANI CASH & CARRY,"NO.6, ALPHA COMPLEX,JALAN 1/47B, BATU 4, JALAN IPOH,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Batu
11567.0,NSK TOPZELLER,"LOT 8097, JALAN KILANG,SEKSYEN 1, WANGSA MAJU,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Setiawangsa
11568.0,PASARAYA TS MEGA ( CHERAS ),"NO. 4,6,8,10, JALAN 5/89A,OFF JALAN SEKILAU,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bandar Tun Razak
11569.0,SEGI FRESH ( TAMAN SHAMELIN ),"NO. 2 & 4, JALAN 13/91,TAMAN SHAMELIN PERKASA,CHERAS",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Cheras
11571.0,"HERO MARKET (SEKSYEN 6, WANGSA MAJU )","1-11, JALAN 3/27D,SEKSYEN 6, WANGSA MAJU,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Setiawangsa
11572.0,PASAR BESAR CHERAS,"JALAN SIAKAP,TAMAN TENAGA,",Pasar Basah ,W.P. Kuala Lumpur,Bandar Tun Razak
11577.0,PASARAYA K-CERIA SDN BHD,"NO. 157-161,JALAN PJ7,PEKAN JITRA 1, JITRA KEDAH,",Pasar Raya / Supermarket,Kedah,Kubang Pasu
11579.0,PASARAYA C-MART (JITRA) SDN BHD,"PEKAN JITRA 2,JITRA, KEDAH DARULAMAN,",Pasar Raya / Supermarket,Kedah,Kubang Pasu
11580.0,PASAR TAMAN CHERAS,"TAMAN CHERAS,OFF JALAN KAS KAS,",Pasar Basah ,W.P. Kuala Lumpur,Cheras
11581.0,PASAR BANDAR BARU SENTUL,"BANDAR BARU SENTUL,SENTUL,",Pasar Basah ,W.P. Kuala Lumpur,Batu
11586.0,PASAR BASAH BESAR KUANTAN,"JALAN TUN ISMAIL,PASAR BESAR KUANTAN,KUANTAN PAHANG",Pasar Basah ,Pahang,Kuantan
11587.0,LABUAN SUPERMARKET,"LOT 35-38 JALAN MUHIBBAH,P.O. BOX 80883,",Pasar Raya / Supermarket,W.P. Labuan,Kawasan Bandar
11588.0,ECONSAVE CASH & CARRY (TPJ) SDN BHD,"LOT 2-30,LORONG 16, TYCOON SQUARE, TAMAN PETANI JAYA,08000 SUNGAI PETANI, KEDAH.",Hypermarket,Kedah,Kuala Muda
11590.0,GM RETAIL & WHOLESALE (SP) SDN. BHD. (G MART),"PLOT 28, JALAN 7,KAWASAN PERUSAHAAN BAKAR ARANG,08000 SUNGAI PETANI,KEDAH.,",Pasar Raya / Supermarket,Kedah,Kuala Muda
11595.0,PASAR AWAM SALAK,"PEKAN SALAK,43900 SEPANG, SELANGOR,",Pasar Basah ,Selangor,Sepang
11598.0,GRAND UNION (SUNGAI PELEK),"G.U.S (SUNGAI PELEK) SDN. BHD,18, 19 & 20, JALAN BESAR,43950 SUNGAI PELEK, SEPANG, SELANGOR",Pasar Raya / Supermarket,Selangor,Sepang
11613.0,MYDIN RAWANG,"646, JALAN BANDAR RAWANG 8,PUSAT BANDAR RAWANG,48000 RAWANG, SELANGOR",Pasar Raya / Supermarket,Selangor,Rawang
11614.0,MERCATO ( SOLARIS MONT KIARA ),"LOT L-0-1, JALAN SOLARIS,MONT KIARA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Segambut
11616.0,PASAR AWAM KG. KOH,"KAMPUNG KOH,32000 SITIAWAN,PERAK.",Pasar Basah ,Perak,Manjung
11617.0,PASAR BESAR MACHANG,"PASAR BESAR MACHANG,MACHANG KELANTAN,",Pasar Basah ,Kelantan,Machang
11618.0,PASAR SUNGAI BESI,"JALAN PEJABAT POS,SUNGAI BESI,",Pasar Basah ,W.P. Kuala Lumpur,Bandar Tun Razak
11619.0,HYPERMARKET PACIFIC,"NO 1-888 BATU PAHAT MALL,JALAN KLUANG, KAMPUNG BEROLEH,83000 BATU PAHAT, JOHOR.",Hypermarket,Johor,Batu Pahat
11621.0,THE STORE MUAR,"WETEX PARADE,JALAN ALI,84000 MUAR JOHOR",Pasar Raya / Supermarket,Johor,Muar
11622.0,AEON ( WANGSA MAJU ),"1ST FLOOR, ALPHA ANGLE SHOPPING CENTRE,JALAN R1, SEKSYEN 1 WANGSA MAJU,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Wangsa Maju
11623.0,TMC ( BANGSAR ),"NO. 27, LORONG ARA KIRI 1,LUCKY GARDEN, BANGSAR,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Lembah Pantai
11624.0,VILLAGE GROCER ( BANGSAR VILLAGE ),"G1, GROUND FLOOR, BANGSAR VILLAGE,NO.2, JALAN TELAWI 1,BANGSAR BARU,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Lembah Pantai
11626.0,CNF HYPERMARKET SDN BHD,"BLOK L,BANGUNAN CNF BEAUFORT JAYA,89807 BEAUFORT",Pasar Raya / Supermarket,Sabah,Beaufort
11627.0,PASARAYA ASTAKA,"TINGKAT 1, PASAR AWAM MAHARANI,JALAN SALLEH,84000 MUAR, JOHOR",Pasar Raya / Supermarket,Johor,Muar
11630.0,PASARAYA BUKIT INDAH ( TMN PUSAT KEPONG ),"NO.46-48, JALAN 5/40,TAMAN PUSAT KEPONG,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Kepong
11631.0,PASAR AWAM KUALA KUBU BHARU,"JALAN DATO MUDA JAAFAR,44000 KUALA KUBU BARU, SELANGOR,",Pasar Basah ,Selangor,Hulu Selangor
11632.0,BESTAMART SUPERMARKET SDN BHD,"LOT 126,BEAUFORT SENTRAL,89808 BEAUFORT",Pasar Raya / Supermarket,Sabah,Beaufort
11633.0,CHOON CHEONG DEPARTMENTAL STORE,"JALAN DATUK HJ. MOHD. YASSIN,89857 SIPITANG,",Pasar Raya / Supermarket,Sabah,Sipitang
11634.0,MERCATO ( HARTAMAS ),"G-26, LG FLOOR,HARTAMAS SHOPPING CENTRE,NO. 60, JALAN SRI HARTAMAS 1,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Segambut
11652.0,AEON (TAMAN MALURI ),"NO. 52, JALAN JEJAKA,TAMAN MALURI,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Cheras
11655.0,PASAR PAGI AWAM JALAN TELAWI,"PERSIARAN ARA KIRI, LUCKY GARDEN,BANGSAR BARU,",Pasar Basah ,W.P. Kuala Lumpur,Lembah Pantai
11656.0,CHECKERS CASH & CARRY ( TMN SRI SENTOSA ),"LOT 29-42 & 29-45, JALAN SRI SENTOSA 8,TAMAN SRI SENTOSA,OFF JALAN KLANG LAMA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Lembah Pantai
11658.0,PASARAYA G-MACHE,"PT (B) 1, NO 8,9,10,HADAPAN PASAR BESAR MACHANG,Machang",Pasar Mini,Kelantan,Machang
11660.0,PASAR AWAM RASAH,"PASAR AWAM RASAH JAYA,JLN RJ 6/2TMN RASAH JAYA, SEREMBAN,",Pasar Basah ,Negeri Sembilan,Seremban
11664.0,LOTUSS (TESCO STORES (M) SDN BHD),"NO. 300,JALAN LAGENDA 1, LAGENDA HEIGHTS,08000 SUNGAI PETANI, KEDAH.",Hypermarket,Kedah,Kuala Muda
11669.0,LOTUS`S DESA TEBRAU,"NO. 1,TAMAN DESA TEBRAU,81100 JOHOR BHARU",Hypermarket,Johor,Johor Bahru
11677.0,PASAR KUBANG PASU,"PASAR KUBANG PASU,JALAN MASJID MUHAMMADI,",Pasar Basah ,Kelantan,Kota Bharu
11699.0,COLD STORAGE PLAZA PELANGI,"NO 2, JALAN KUNING,TAMAN PELANGI,80400 JOHOR BAHRU, JOHOR",Pasar Raya / Supermarket,Johor,Johor Bahru
11703.0,PASAR TANJUNG BUNGAH,"JALAN SUNGAI KELIAN,TANJUNG TOKONG,TANJUNG BUNGAH",Pasar Basah ,Pulau Pinang,Timur Laut
11711.0,SERVAY HYPERMARKET SANDAKAN,"BATU 8,JALAN LABUK,90000 SANDAKAN, SABAH.",Hypermarket,Sabah,Sandakan
11712.0,TAMU MUHIBBAH DAN PASAR BASAH MIRI,"98000 MIRI,SARAWAK,",Pasar Basah ,Sarawak,Miri
11716.0,DYNAJAYA HOLDINGS BERHAD,"BANDAR WILAYAH (JALAN BUNGA RAYA),91100 LAHAD DATU, SABAH,",Pasar Raya / Supermarket,Sabah,Lahad Datu
11718.0,PASAR BASAH PADANG BESAR,"TITI TINGGI,02100, PADANG BESAR, PERLIS,",Pasar Basah ,Perlis,Padang Besar
11719.0,RESTORAN & CAFE' FAMOSA,"NO. 20-C SIN HOE GARDEN,BUKIT BARU,75150 MELAKA",Restoran Cina,Melaka,Melaka Tengah
11726.0,PASAR BASAH AM KENINGAU,"PEKAN KENINGAU,",Pasar Basah ,Sabah,Keningau
11727.0,PASAR AM TENOM,"PEKAN TENOM,",Pasar Basah ,Sabah,Tenom
11728.0,PASAR AMPANGAN,"PASAR AWAM AMPANGAN,70400 AMPANGAN, SEREMBAN.,NEGERI SEMBILAN",Pasar Basah ,Negeri Sembilan,Seremban
11732.0,THE STORE TUANKU MUNAWIR,"43-A,JALAN TUANKU MUNAWIR,70000 SEREMBAN,NEGERI SEMBILAN.",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
11737.0,PASAR BESAR SEREMBAN,"JLN PASAR BESAR SEREMBAN 70000,SEREMBAN NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Seremban
11747.0,PASAR BASAH SIBUGA BT 8,"PASAR BASAH SIBUGA BT 8,Sandakan,Sandakan",Pasar Basah ,Sabah,Sandakan
11748.0,PASARAYA PERTUBUHAN PELADANG,"KM.11,JALAN KAKI BUKIT,02400 BESERI, PERLIS.",Pasar Raya / Supermarket,Perlis,Padang Besar
11749.0,PASARAYA BORONG DIN,"KM.11,JALAN PADANG BESAR,02400 BESERI, PERLIS.",Pasar Raya / Supermarket,Perlis,Padang Besar
11750.0,PASAR BESAR JERANTUT,"PASAR BESAR JERANTUT,JERANTUT,PAHANG,",Pasar Basah ,Pahang,Jerantut
11753.0,PASAR BESAR BUNGA CENGKIH,"KUALA LIPIS,PAHANG,",Pasar Basah ,Pahang,Lipis
11772.0,FRIENDLY SUPERMARKET,"72, LORONG TAPAH 1,BANDAR SARIKEI,SARIKEI",Pasar Raya / Supermarket,Sarawak,Sarikei
11786.0,PASAR BUKIT CINA,"PASAR BUKIT CINA,JLN PUTERI HANG LI POH,75000, MELAKA",Pasar Basah ,Melaka,Melaka Tengah
11793.0,GIANT PUTRA HEIGHTS,"NO. 3,PERSIARAN PUTRA PERDANA, PUTRA HEIGHTS,47650 SUBANG JAYA,SELANGOR",Hypermarket,Selangor,Petaling
11805.0,PASAR PORT DICKSON,"PASAR PORT DICKSON,71000 PORT DICKSON, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Port Dickson
11829.0,PASAR BUKIT SENTOSA,"JALAN ORKID 2,BUKIT SENTOSA,48000 RAWANG, SELANGOR",Pasar Basah ,Selangor,Hulu Selangor
11836.0,D'MART PERMAISURI,"NO. 11B BANGUNAN MDS,22100 BANDAR PERMAISURI,SETIU, TERENGGANU",Kedai Runcit,Terengganu,Setiu
11843.0,TESCO FOOD COURT,"LOT 1828, SEKSYEN 17,BANDAR KOTA BHARU,",Foodcourt,Kelantan,Kota Bharu
11844.0,TUNAS MANJA SUPERMARKET (KEMAMAN) S.B,"LOT 4638,MUKIM CHUKAI,24000 KEMAMAN TERENGGANU",Pasar Raya / Supermarket,Terengganu,Kemaman
11853.0,PASAR BASAH JERTEH,"PASAR BESAR AWAM JERTEH,22000 JERTEH,TERENGGANU.",Pasar Basah ,Terengganu,Besut
11874.0,PASAR BASAH BESAR KUALA BESUT,"JALAN PASAR KUALA BESUT,22300 BESUT,TERENGGANU",Pasar Basah ,Terengganu,Besut
11883.0,PASAR BASAH MPPP,"KOMPLEKS PASAR MPPP, LEBUH MACALLUM,LEBUH MACALLUM,GEORGETOWN",Pasar Basah ,Pulau Pinang,Timur Laut
11893.0,PASAR BEREK 12,"PASAR BEREK 12,JALAN BAYAM,",Pasar Basah ,Kelantan,Kota Bharu
11894.0,D'ONE MART,"LOT 11-16, LAZENDA COMMERCIAL CENTRE, 87028 WP LABUAN,LAZENDA COMMERCIAL CENTRE,",Pasar Raya / Supermarket,W.P. Labuan,Kawasan Bandar
11925.0,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
11956.0,PASAR PADANG TEMBAK,"JALAN PADANG TEMBAK,TAMAN AYER ITAM,GEORGETOWN",Pasar Basah ,Pulau Pinang,Timur Laut
11972.0,JAYENGMAJU MINI MARKET SDN BHD,"NO. 20,21,22, LORONG MEWAH 8,TAMAN MEWAH, 34600 KAMUNTING,PERAK.,NO. 20,21,22, LORONG MEWAH 8,TAMAN MEWAH, 34600 KAMUNTING,PERAK.,",Pasar Mini,Perak,"Larut, Matang & Selama"
12000.0,PASAR BESAR KUALA KRAI,"BANDAR KUALA KRAI,KUALA KRAI,",Pasar Basah ,Kelantan,Kuala Krai
12002.0,GIANT KUANTAN,"LOT 5197,JALAN TANAH PUTIH,SEKSYEN 124, MUKIM KUALA KUANTAN,",Hypermarket,Pahang,Kuantan
12024.0,KOMPLEKS PASAR FARLIM,"BANDAR BARU AIR ITAM,LEBUHRAYA THEAN THEIK,AYER ITAM",Pasar Basah ,Pulau Pinang,Timur Laut
12025.0,ECONSAVE PAYA TERUBONG,"LEBUHRAYA THEAN THEIK,TAMAN LONE PINE,",Pasar Raya / Supermarket,Pulau Pinang,Timur Laut
12027.0,PASAR KAMPUNG MELAYU,"KAMPUNG MELAYU,AYER ITAM,",Pasar Basah ,Pulau Pinang,Timur Laut
12028.0,PASAR AYER ITAM,"JALAN AIR ITAM,PEKAN AIR ITAM,",Pasar Basah ,Pulau Pinang,Timur Laut
12077.0,ELLI SUPERMARKET,"NO.7,HAWKER CENTRE M.D.S,",Pasar Mini,Sarawak,Kota Samarahan
12092.0,RESTORAN BIRIYANI,"32040 SERI MANJUNG,PERAK.,PERAK.,",Restoran India Muslim,Perak,Manjung
12165.0,HOCK CHOON SUPERMARKET,"241-1,JALAN AMPANG,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Titiwangsa
12201.0,MY MYDIN TAMAN SRI MANJA,"JALAN PJS 3/48,SRI MANJA SQUARE ONE,46510 PETALING JAYA, SELANGOR",Pasar Raya / Supermarket,Selangor,Petaling Jaya
12272.0,KEDAI MAKANAN SERI FUJI SATU,"AG 9772,JALAN PASAR,73000 TAMPIN, NEGERI SEMBILAN",Restoran Cina,Melaka,Alor Gajah
12307.0,PASAR KECIL BAYAN LEPAS,"JALAN DATO ISMAIL HASHIM,11900 BAYAN LEPAS, PULAU PINANG,",Pasar Basah ,Pulau Pinang,Barat Daya
12352.0,LOTUSS STORE BERCHAM,"NO. 2, LALUAN TASEK TIMUR 6,TAMAN TASEKINDRA,OFF JALAN KG BERCHAM, 34100 IPOH, PERAK.",Hypermarket,Perak,Kinta
12356.0,MEDAN SELERA PARIT,"JALAN KELAB,32800 PARIT, PERAK,",Medan Selera,Perak,Perak Tengah
12411.0,PACIFIC HYPERMARKET KOMTAR,"NO 1,JALAN PENANG,GEORGE TOWN",Hypermarket,Pulau Pinang,Timur Laut
12487.0,"CHOP BEAN KEE, MANONG","JALAN SULTAN ISKANDAR SHAH,33000 KUALA KANGSAR, PERAK,",Restoran Cina,Perak,Kuala Kangsar
12587.0,PASAR MINI VI LIANG,"NO. 2791, JALAN ROZHAN, TAMAN INDUSTRI CEROK TOKUN, PULAU PINANG, 14000 BUKIT MERTAJAM,BUKIT MERTAJAM,",Pasar Mini,Pulau Pinang,Seberang Perai Tengah
12691.0,KEDAI BORONG DIN,"KEDAI BORONG DIN,TMN KEMAJUAN,01000 KANGAR",Pasar Raya / Supermarket,Perlis,Kangar
12713.0,PASARAYA ECONSAVE FOREST HEIGHT,"LOT PT 20987 & PT 20988.,SEREMBAN FOREST HEIGHT,70450 SEREMBAN,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
12740.0,PASAR AWAM ULU TIRAM,"PASAR AWAM ULU TIRAM,TAMAN TIRAM BARU,81800 ULU TIRAM, JOHOR",Pasar Basah ,Johor,Johor Bahru
12742.0,ECONSAVE TAMAN DESA CEMERLANG,"PASARAYA ECONSAVE CASH & CARRY ( TAMAN DESA CEMERLANG ),LOT PTD 60190, TAMAN DESA CEMERLANG, MUKIM TEBRAU,81800 JOHOR BAHRU, JOHOR",Pasar Raya / Supermarket,Johor,Johor Bahru
12743.0,AEON MALL TAMAN UNIVERSITI,"NO. 4, JALAN PENDIDIKAN,TAMAN UNIVERSITI,81300 SKUDAI, JOHOR BAHRU, JOHOR,",Pasar Raya / Supermarket,Johor,Johor Bahru
12745.0,PASAR AWAM TAMAN UNIVERSITI,"LOT PTD 55821 JALAN KEBANGSAAN 19,TAMAN UNIVERSITI,81300 SKUDAI, JOHOR",Pasar Basah ,Johor,Johor Bahru
12750.0,LOTUSS (TESCO SG. PETANI SELATAN),"LOT 368,JALAN BAKAR ARANG,08000 SUNGAI PETANI, KEDAH.",Hypermarket,Kedah,Kuala Muda
12755.0,ECONSAVE KOTA TINGGI,"ECONSAVE CASH & CARRY (DJ) SDN. BHD.,LOT 37087, TMN DAIMAN JAYA,81900 KOTA TINGGI",Pasar Raya / Supermarket,Johor,Kota Tinggi
12759.0,MERCATO ( GREAT EASTERN ),"NO.33,JALAN AMPANG,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Titiwangsa
12761.0,BESTAMART SUPERMARKET,"LOT 1-5, BLOCK C,LPPB SHOPHOUSE,89850 SIPITANG",Pasar Raya / Supermarket,Sabah,Sipitang
12762.0,G-MART SUPERMARKET,"GMART BORNEO RETAIL SDN BHD LOT 13-40,BLOCK C, 89850 SIPITANG, SABAH,",Pasar Raya / Supermarket,Sabah,Sipitang
12767.0,RESTORAN WARISAN NOOR,"4, JLN KEBUDAYAAN 7,TMN UNIVERSITI,81300 SKUDAI, JOHOR.",Restoran Melayu,Johor,Johor Bahru
12768.0,"FOOD COURT ARENA, AEON TMN UNIVERSITI","FOOD COURT ARENA, AEON TMN UNIVERSITI, 4, JLN PENDIDIKAN, TMN UNIVERSITI, 81300 SKUDAI, JOHOR.,",Foodcourt,Johor,Johor Bahru
12925.0,RESTORAN MUMMY R,"NO. 25 JALAN SURIA 19,TAMAN SURIA,81100 JOHOR BAHRU, JOHOR",Restoran Melayu,Johor,Johor Bahru
12926.0,RESTORAN ALIFF,"NO. 2 JALAN SURIA 19,TAMAN SURIA,81100 JOHOR BAHRU, JOHOR",Restoran India Muslim,Johor,Johor Bahru
12937.0,RESTORAN TA CHONG,"2, JLN KEBUDAYAAN 16, TMN UNIVERSITI, 81300 SKUDAI, JOHOR.,",Restoran Cina,Johor,Johor Bahru
12938.0,RESTORAN AYOB,"JALAN KEBUDAYAAN,TAMAN UNIVERSITI,81300 SKUDAI, JOHOR",Restoran India Muslim,Johor,Johor Bahru
13065.0,RESTORAN HEE HEE,"MT-1417,PUSAT PERDAGANGAN MASJID TANAH (FASA 11),78300 MASJID TANAH, MELAKA",Restoran Cina,Melaka,Alor Gajah
13081.0,FRESCO (MUAR) SDN BHD,"JALAN ARAB ,PEKAN MUAR,84000 MUAR,JOHOR",Pasar Raya / Supermarket,Johor,Muar
13119.0,SONGMART,"JALAN SAUJANA PERDANA 1,TAMAN SAUJANA,86000 KLUANG, JOHOR.",Pasar Raya / Supermarket,Johor,Kluang
13120.0,TARGET CASH & CARRY,"45,47,49,51,53, JALAN BINTANG RIA 2,TAMAN BINTANG RIA,86200 SIMPANG RENGGAM, JOHOR.",Pasar Raya / Supermarket,Johor,Kluang
13138.0,JAYA MINI MARKET ENTERPRISE,"PEKAN LUNDU,LUNDU, SARAWAK.,",Pasar Mini,Sarawak,Lundu
13283.0,"PASARAYA TUNJANG MELATI,TUNJANG","NO.2,3,4,5,PEKAN TUNJANG,06000 JITRA, KEDAH",Kedai Runcit,Kedah,Kubang Pasu
13320.0,D' PAYA TOMYAM,"JALAN PASIR MAS,TANAH MERAH,KELANTAN,",Restoran Melayu,Kelantan,Tanah Merah
13355.0,MURTABAK CORNER BIDOR,"MURTABAK CORNERJALAN SUNGKAI,35500 BIDOR,",Restoran India Muslim,Perak,Batang Padang
13369.0,TAMU KROKOP,"KROKOP 10,98000 MIRI,SARAWAK",Pasar Basah ,Sarawak,Miri
13370.0,RESTORAN WAJIB ALI BAGAN DALAM,"3917 JALAN BAGAN LUAR, 12000 BUTTERWORTH,",Restoran India Muslim,Pulau Pinang,Seberang Perai Utara
13380.0,RESTORAN QISTINA,"NO.96, JALAN PERSIARAN BUNGA RAYA, LANGKAWI MALL, 07000 KUAH, LANGKAWI, KEDAH.,",Restoran Melayu,Kedah,Langkawi
13423.0,RESTORAN KARI KEPALA IKAN SALIM BIDOR,"LOT 1138,PERSIMPANGAN PLAZA TOL, JALAN BRUSEH,35500 BIDOR.",Restoran India Muslim,Perak,Batang Padang
13451.0,RESTORAN SAFFANI,"54, PERSIARAN PULAI BARU 2,TAMAN MUDA, SIMPANG 31300 IPOH,",Restoran Melayu,Perak,Kinta
13475.0,SG SOK JAYA TRADING,"LOT 507,KG BARU MANEK URAI,",Kedai Runcit,Kelantan,Kuala Krai
13480.0,R-TINIE MINI MARKET,"603-2,KAMPUNG TELAGA PAPAN,24300, KERTEH KEMAMAN.",Kedai Runcit,Terengganu,Kemaman
13490.0,PASARAYA SHAKRI,"BANGUNAN KOPERASI PEKEBUN KECIL DAERAH BESUT,LOT 3314 & 3315,SEBERANG JERTEH JERTEH, TERENGGANU",Kedai Runcit,Terengganu,Besut
13526.0,GIANT SUPERMARKET SRI MANJA,"NO. 1, JLN PJS 3/61,TAMAN SRI MANJA,46000 PETALING JAYA, SELANGOR",Pasar Raya / Supermarket,Selangor,Petaling Jaya
13535.0,PASARAYA BILLION (HUTAN MELINTANG),"JALAN BAGAN DATOH,36400 HUTAN MELINTANG,PERAK",Pasar Raya / Supermarket,Perak,Bagan Datuk
13564.0,SAMSUDIN,"KG TELEKONG,KG TELEKONG,",Kedai Runcit,Kelantan,Kuala Krai
13578.0,RESTORAN MEE REBUS RAMLI SDN BHD S,"NO 767, TAMAN TASEK JAYA,JALAN KUALA KANGSAR, 31400 IPOH,",Restoran Melayu,Perak,Kinta
13589.0,RESTORAN BERIANI MAJU JAYA,"TAMAN SRI JAYA,35800 SLIM RIVER, PERAK,",Restoran India Muslim,Perak,Batang Padang
13627.0,PASARAYA KS CHU HARMONI,"PT 4954,4955,4957 & 4958,TAMAN KOTA HARMONI JALAN CHEMPAKA MERAH,TANAH MERAH KELANTAN.",Pasar Mini,Kelantan,Tanah Merah
13715.0,MYDIN WHOLESALE HYPERMARKET,"LOT 1724,SEKSYEN 14, JALAN RAJA PEREMPUAN ZAINAB II,16150 KUBANG KERIAN, KELANTAN.",Hypermarket,Kelantan,Kota Bharu
13729.0,WN BERKAT JAYA ENTERPRISE (ZAKUAN),"LOT 1070,PEKAN JELI,JELI,",Kedai Runcit,Kelantan,Jeli
13730.0,RESTORAN D'ANJUNG,"NO 4 GERAI ORKED JALAN PASIR MAS,TANAH MERAH,KELANTAN,",Restoran Melayu,Kelantan,Tanah Merah
13769.0,RESTORAN HAJI TAPAH,"NO.14, JALAN 2/21D, MEDAN IDAMAN,BATU 5, JALAN GOMBAK,",Restoran Melayu,W.P. Kuala Lumpur,Wangsa Maju
13782.0,KEDAI RUNCIT SORLINAZ,"KEDAI RUNCIT SORLINAZ,T.L8, KG PT. SEMPADAN LAUT,86400 PARIT RAJA JOHOR.",Kedai Runcit,Johor,Batu Pahat
13788.0,FAMILY STORE SEREMBAN 2,"S-TWO FAMILY STORE SDN. BHD919-922 J,ALAN S2 F23GARDEN HOMES SEREMBAN,27030 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
13789.0,MINI MARKET TAMAN INDAH,"TAMAN INDAH MINI MARKET,2651, TAMAN INDAH,TAMPIN NEGERI SEMBILAN",Pasar Mini,Negeri Sembilan,Tampin
13790.0,JUSCO QUEENSBAY MALL,"PERSIARAN BAYAN INDAH,SUNGAI NIBONG,PULAU PINANG",Pasar Raya / Supermarket,Pulau Pinang,Barat Daya
13791.0,PASARAYA BIDARA,"PASARAYA BIDARA,NO 1 & 3 LORONG BIDARA 9/1TAMAN BIDARA,SEREMBAN NEGERI SEMBILAN",Pasar Mini,Negeri Sembilan,Seremban
13792.0,"RESTORAN HABIB, BANDAR SERI ALAM","BANDAR SERI ALAM MASAI, JOHOR BAHRU,",Restoran India Muslim,Johor,Johor Bahru
13801.0,MINI MARKET YEE TAT,"YE TAT MINI MARKET,NO 2613 TAMAN INDAH,TAMPIN NEGERI SEMBILAN",Pasar Mini,Negeri Sembilan,Tampin
13807.0,KEDAI MAKAN MOK SU,"NO 48 KG IPOH GUAL IPOH,TANAH MERAH,KELANTAN,",Restoran Melayu,Kelantan,Tanah Merah
13811.0,RESTORAN AL-AZHAR CORNER,"NO.18, JALAN HARMONI,TAMAN HARMONI,86200 SIMPANG RENGGAM,JOHOR,",Restoran India Muslim,Johor,Kluang
13853.0,PASAR MINI PASARAYA 101,"13, JALAN PRIMA SETAPAK 5,PRIMA SETAPAK,",Pasar Mini,W.P. Kuala Lumpur,Wangsa Maju
13876.0,RESTORAN HAJJAH RUHANA,"NO 7, KOMPLEK AL-AZIM,TAMAN MALINJA,BUKIT BARU, 75250 MELAKA",Restoran Melayu,Melaka,Melaka Tengah
13903.0,PASAR MINI HOE AIK,"NO. 45 A/B JALAN BINTANG 1,TAMAN KOPERASI BAHAGIA,83000 BATU PAHAT, JOHOR",Pasar Mini,Johor,Batu Pahat
13904.0,HASRAH MINI MARKET (H.S. ENTERPRISE),"LOT 400, KG GUNTUNG DALAM,22100 BANDAR PERMAISURI,SETIU , TERENGGANU",Kedai Runcit,Terengganu,Setiu
13923.0,KEDAI UBAT DAN PASAR MINI FOH HIN,"NO.3G, JALAN 2/116B,KUCHAI ENTREPRENEURS PARK,OFF JALAN KUCHAI LAMA,",Kedai Runcit,W.P. Kuala Lumpur,Seputeh
13926.0,RESTORAN SALWA FOOD & CATERING SERVICES,"NO 19, JALAN BALAI,31900 KAMPAR,",Restoran Melayu,Perak,Kinta
13941.0,PASARAYA C-MART,"LOT 3968,KOMPLEKS ARAU,02600 ARAU, PERLIS",Pasar Raya / Supermarket,Perlis,Arau
13949.0,KEDAI RUNCIT NURHAYATI,"204B, KG. SUNGAI PENCHALA,JALAN DAMANSARA,",Kedai Runcit,W.P. Kuala Lumpur,Segambut
13974.0,RESTORAN MEE CHIN,"1212 TAMAN BENDAHARA,16100 JALAN PENG. CHEPA,",Restoran Cina,Kelantan,Kota Bharu
