premise_code,premise,address,premise_type,state,district
13993.0,V.M.A. TRADING KEDAI RUNCIT,"156, TAMAN JAYA,KEMAYAN, PAHANG.,",Kedai Runcit,Pahang,Bera
14024.0,TESCO HYPERMARKET RAWANG,"NO 1,JALAN RAWANG,48000 RAWANG SELANGOR",Hypermarket,Selangor,Rawang
14085.0,KEDAI SENG HENG,"31-33 LOT 19 JALAN SJ 5/1,BUKIT TAMAN SRI JAYA,SRI JAYA,MARAN,PAHANG.",Kedai Runcit,Pahang,Maran
14108.0,CHOP LEE HONG,"NO. 335, GROUND FLOOR, PEKAN MARUDI,98050 BARAM, SARAWAK,",Kedai Runcit,Sarawak,Marudi
14150.0,IDEA MINI MART,"NO 2 JALAN BAGAN TAMAN BAGAN  13400 BUTTERWORTH PULAU PINANG,TAMAN BAGAN,",Kedai Runcit,Pulau Pinang,Seberang Perai Utara
14179.0,MEDAN SELERA PLAZA LARKIN,"MEDAN SELERA PLAZA LARKIN, BANGUNAN D'MARA JLN GARUDA 80350 JOHOR BAHRU,",Medan Selera,Johor,Johor Bahru
14213.0,LOTUS'S KEPONG,"NO.3, JALAN 7A/62A,BANDAR MANJALARA,",Hypermarket,W.P. Kuala Lumpur,Segambut
14237.0,ECONSAVE CASH & CARRY SDN. BHD. KAMUNTING,"LOT 5830, JALAN PERUSAHAAN SATU, KAWASAN PERINDUSTRIAN KAMUNTING, 34600 KAMUNTING,LOT 5830, JALAN PERUSAHAAN SATU, KAWASAN PERINDUSTRIAN KAMUNTING, 34600 KAMUNTING,",Pasar Raya / Supermarket,Perak,"Larut, Matang & Selama"
14302.0,KAK YAH PADANG SEMBILAN,"90 1,TAMAN SRI RAHMAT,18000 KUALA KRAI, KELANTAN",Kedai Runcit,Kelantan,Kuala Krai
14305.0,FOOD COURT ( TESCO KEPONG ),"TESCO KEPONG,",Foodcourt,W.P. Kuala Lumpur,Segambut
14332.0,PASARAYA BS TANJONG GEMOK,"BH16, 17, 18 & 19,JALAN SEHALA TAMAN WAWASAN 01,TANJUNG GEMOK,KUALA ROMPIN",Pasar Raya / Supermarket,Pahang,Rompin
14371.0,TESCO BUKIT MERTAJAM,"NO 2323,JALAN ROZHAN, PUSAT PERNIAGAAN SERI IMPIAN,14000 BUKIT MERTAJAM, PULAU PINANG",Hypermarket,Pulau Pinang,Seberang Perai Tengah
14384.0,TAMU EMART,"PHASE 3, JALAN TUDAN,98107 TUDAN,MIRI, SARAWAK",Pasar Basah ,Sarawak,Miri
14406.0,PASARAYA ECONJAYA,"LOT 153 BANGUNAN MAJLIS DAERAH MACHANG,JALAN DATO HASHIM,MACHANG",Pasar Raya / Supermarket,Kelantan,Machang
14455.0,MY MYDIN ( DANAU SAUJANA ),"LOT NO. G22, PLATINUM LAKE CONDOMINUM,PV 12, NO 6, JALAN LANGKAWI,SETAPAK,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Wangsa Maju
14474.0,ECONSAVE CASH & CARRY (JAWI) SDN BHD,"LOT 326, LORONG INDUSTRI 7,14300 SEBERANG PERAI SELATAN, P. PINANG, MALAYSIA,",Pasar Raya / Supermarket,Pulau Pinang,Seberang Perai Selatan
14531.0,FRESH & PAY PADAWAN,"SUBLOT 32-37, LOT 2241-2246,M10 COMMERCIAL CENTRE, 10TH MILE,",Pasar Mini,Sarawak,Kota Padawan
14563.0,RESTORAN MANJUNG RAYA SDN BHD,"46-48, PERSIARAN SCI 2/1,SUNWAY CITY 31150 IPOH,",Restoran India Muslim,Perak,Kinta
14564.0,SABASUN WAKAF TEMBESU,"SABASUN HYPERRUNCIT 2 SDN. BHD.,LOT 30274, JALAN TENGKU OMAR,KG WAKAF TEMBESU, KUALA TERENGGANU",Pasar Raya / Supermarket,Terengganu,Kuala Nerus
14621.0,PASAR MINI TALANG,"LOT 6694,JALAN TAIPING TALANG,33000 KUALA KANGSAR, PERAK",Pasar Mini,Perak,Kuala Kangsar
14646.0,RESTORAN PIMAS,"NO 17, TAMAN DERDAP, PEKAN BARU SIK08200 SIK KEDAH,",Restoran Melayu,Kedah,Sik
14657.0,PASAR JALAN KUANTAN,"JALAN KUANTAN,GEORGETOWN,",Pasar Basah ,Pulau Pinang,Timur Laut
14660.0,PASAR BASAH GENTING,"TAMAN GENTING,11000 BALIK PULAU, PULAU PINANG,",Pasar Basah ,Pulau Pinang,Barat Daya
14661.0,AEON BIG SEKSYEN 23,"SEKSYEN 23,40300 SHAH ALAM, SELANGOR.,",Hypermarket,Selangor,Petaling
14662.0,GIANT KEMUNING UTAMA,"NO 3,JALAN KEMUNING PRIMA E33/E KEMUNING UTAMA, SEKSYEN 33,40400 SHAH ALAM, SELANGOR.",Hypermarket,Selangor,Petaling
14663.0,AEON BIG SEKSYEN 32,"SEKSYEN 32,40300 SHAH ALAM, SELANGOR.,",Hypermarket,Selangor,Petaling
14664.0,GIANT KLANG SENTRAL,"NO 2 PERSIARAN KLANG SENTRAL 4,TAMAN KLANG SENTRAL,41050 KLANG, SELANGOR.",Hypermarket,Selangor,Klang
14707.0,NINETY NINE STATION,"LOT 5188JALAN SAKEH84000 MUARJOHOR,",Restoran Cina,Johor,Muar
14739.0,GORAMAS TRADING,"LOT 2848,JALAN BUKIT GORAM,",Kedai Runcit,Sarawak,Kapit
14755.0,GOLDEN STAR MINI MARKET,"B-0-4, JALAN 2/17,TAMAN FADASON,KEPONG,",Pasar Mini,W.P. Kuala Lumpur,Kepong
14759.0,LOTUSS STORE MANJUNG,"TESCO MANJUNGNO. 103,JALAN LUMUT,SITIAWAN,PERAK",Hypermarket,Perak,Manjung
14778.0,RESTORAN SUP TAROM (KAK DA MEE CELUP),"LOT PT 3558, KG SG TAROM22100 BANDAR PERMAISURI SETIU TERENGGANU,",Restoran Melayu,Terengganu,Setiu
14783.0,KUBANG TIGA ENTERPRISE,"NO 4, JALAN SATU,TAMAN SENYUM INDAH,02600 ARAU PERLIS.",Kedai Runcit,Perlis,Arau
14784.0,RASHIDAH BT SENAPI,"NO.5, KM. 5,JALAN GUAR NANGKA,02500 MATA AYER, PERLIS",Kedai Runcit,Perlis,Padang Besar
14795.0,GIANT HYPERMARKET KELANA JAYA,"NO 33 JALAN SS6/12,SS6 KELANA JAYA,47301 PETALING JAYA,SELANGOR",Hypermarket,Selangor,Petaling Jaya
14803.0,TESCO KUALA SELANGOR,"NO 2, JALAN MEDAN NIAGA,MEDAN NIAGA KUALA SELANGOR,45000 KUALA SELANGOR, SELANGOR.",Hypermarket,Selangor,Kuala Selangor
14805.0,TESCO PUTRA NILAI,"NO 1, JALAN BBN 1/3,PUTRA POINT,71800 NILAI, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
14807.0,AEON KINTA CITY,"JUSCO IPOH,NO.2 JALAN TEH LEAN SWEE,TAMAN IPOH SELATAN, 31400 IPOH PERAK",Pasar Raya / Supermarket,Perak,Kinta
14811.0,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
14819.0,DOUBLE ZI RESTAURANT,"LOT 9419, HS (M) 2050,BATU 26, MUKIM JERAM BATU81500 PEKAN NENAS,PONTIAN,JOHOR.,",Restoran Cina,Johor,Pontian
14824.0,NSK TRADE CITY ( KUCHAI LAMA ),"BASEMENT 2, PUSAT PERDAGANGAN KUCHAI,NO.2, JALAN 1/127,OFF JALAN KUCHAI LAMA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Seputeh
14825.0,FOOD COURT TESCO SERI ALAM,"PTD 111515 JALAN RINTING MASAI, 81750 MASAI, JOHOR,",Foodcourt,Johor,Johor Bahru
14832.0,GIANT SUPERMARKET ( DESA PETALING ),"LOT 1-02, PLAZA SALAK PARK,NO.2, JALAN 1/125E,TAMAN DESA PETALING,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bandar Tun Razak
14840.0,PANTAI SELAMAT (MUADZAM SHAH) SDN. BHD.,"NO. MM198-MM206,JALAN MEDAN MEWAH 12,BANDAR MUADZAM SHAH,MUADZAM SHAH,PAHANG DARUL MAKMUR.",Pasar Raya / Supermarket,Pahang,Rompin
14841.0,D'HAS CORNER,"D'HAS CORNERNO.2,KAWASAN REHAT & RAWAT,ARAH UTARA,35000 TAPAH.",Foodcourt,Perak,Batang Padang
14846.0,ANEKA SELERA(MEDAN SELERA),"ANEKA SELERANO.7 MEDAN SELERA BIDOR,35500 BIDOR.,",Medan Selera,Perak,Batang Padang
14855.0,KEDAI MAKAN DAN MINUM WAK MAN,"J 1827, BANDAR BARU 3,77000 JASIN, MELAKA,",Restoran Melayu,Melaka,Jasin
14858.0,RESTOREN SICKENTER,"NO.44,PEKAN BATU 5,08200 SIK KEDAH,",Restoran India Muslim,Kedah,Sik
14863.0,G*MART KENINGAU,"KENINGAU MALL,JLN MASAK SPUR (GR. FLOOR MALL),89000 KENINGAU, SABAH",Pasar Raya / Supermarket,Sabah,Keningau
14867.0,SHENG LIONG,"L 943, 944, 945,JALAN KESANG TUA,77000 JASIN, MELAKA",Kedai Runcit,Melaka,Jasin
14869.0,ECONSAVE CASH & CARRY SDN. BHD. KUALA PILAH,"PT 9, KOMPLEK WIRA JAYA, PUSAT KOMERSIAL MELANG,PUSAT KOMERSIAL MELANG,72000, KUALA PILAH  NEGERI SEMBILAN DARUL KHUSUS",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
14883.0,PASAR JALAN ANSON,"JALAN ANSON,GEORGETOWN,",Pasar Basah ,Pulau Pinang,Timur Laut
14906.0,KASSIM MUSTAFA LEBUH CHULIA,"NO. 12, LEBUH CHULIA,GEORGETOWN,",Restoran India Muslim,Pulau Pinang,Timur Laut
14937.0,MEDAN SELERA DATARAN TANGKAK,"MEDAN SELERA DATARAN TANGKAK.84900 TANGKAK, LEDANGJOHOR,",Medan Selera,Johor,Ledang
14944.0,PASAR BASAH TRIANG (BERA),"PASAR BASAH TRIANG UTAMA,TRIANG, PAHANG,",Pasar Basah ,Pahang,Bera
14958.0,PASARAYA TAMAN SRI WANG,"NO. 137-E,TOK NAYA,02600 ARAU, PERLIS",Pasar Mini,Perlis,Arau
14964.0,PASARAYA JAYA GADING (TANJUNG LUMPUR),"LOT 36634,TANJUNG LUMPUR,KUANTAN PAHANG",Pasar Raya / Supermarket,Pahang,Kuantan
14969.0,LOT ONE FOOD CENTRE,"A1,GROUND FLOOR,TAMAN IMPIANKU,BATU 8 JALAN KUANTAN-SUNGAI LEMBING,25000 KUANTAN PAHANG,",Medan Selera,Pahang,Kuantan
15069.0,NAM LEONG DEPARTMENTAL STORE,"JALAN MASJID LAMA,BANDAR SARIKEI,SARIKEI",Pasar Raya / Supermarket,Sarawak,Sarikei
15081.0,MYDIN HYPERMARKET BUKIT JAMBUL,"LOWER GROUND, LOT 3A-B&G-M01,KOMPLEKS BUKIT JAMBUL , JALAN RUMBIA,11900 BAYAN LEPAS, PULAU PINANG.",Hypermarket,Pulau Pinang,Barat Daya
15092.0,PASARAYA MUTIARA KK,"EDARAN MUTIARA KK SDN. BHD.,NO. 18A, LOT 3834, JALAN BALING,KUALA KETIL KEDAH",Pasar Raya / Supermarket,Kedah,Baling
15112.0,PASAR BASAH BATU 6,"KAMPUNG BATU ENAM,KUALA NERUS,",Pasar Basah ,Terengganu,Kuala Nerus
15118.0,PASAR BASAH ROMPIN,"JALAN PASAR ROMPIN,KUALA ROMPIN,",Pasar Basah ,Pahang,Rompin
15119.0,PREMIS PERNIAGAAN PKNP KUALA TAHAN,"NO.1 PUSAT PERTUBUHAN BARU,KEDAI PKNP KUALA TAHAN,JERANTUT PAHANG",Kedai Runcit,Pahang,Jerantut
15120.0,KAWASAN PERNIAGAAN FELDA KOTA GELANGGI,"KEDAI NO.7,FELDA KOTA GELANGI 2,JERANTUT PAHANG",Kedai Runcit,Pahang,Jerantut
15123.0,ECONSAVE CASH & CARRY RAJA UDA,"NO 1, LORONG TERAS JAYA 6, KAW. PERINDUSTRIANTERAS JAYA, 13400 BUTTERWORTH , PULAU PINANG,KAW. PERINDUSTRIAN TERAS JAYA,",Pasar Raya / Supermarket,Pulau Pinang,Seberang Perai Utara
15192.0,PASARAYA PKT SDN BHD,"PT 5462-PT 5468,BANDAR BARU KUALA KRAI- GUA MUSANG,",Pasar Raya / Supermarket,Kelantan,Kuala Krai
15201.0,PASARAYA PANTAI TIMUR SDN. BHD,"LOT PT5474-PT5488,JALAN LKS,",Pasar Raya / Supermarket,Kelantan,Kuala Krai
15284.0,ENG HOE MINI MARKET,"K-702, TAMAN MOHD NOOR YUSOF,JALAN AIR PUTEH,24000, KEMAMAN TERENGGANU.",Pasar Mini,Terengganu,Kemaman
15344.0,NASI KERABU SPECIAL,"KAMPUNG KULIM,JELI KELANTAN,",Restoran Melayu,Kelantan,Jeli
15347.0,SIN CHERN MINI MARKET,"NO. 20, TAMAN UTARA RAYA,,JALAN BESAR KUALA PERLIS,02000 KUALA PERLIS, PERLIS.",Kedai Runcit,Perlis,Kangar
15376.0,PASAR MINI SAMUDERA SWEET LOCATION S.B,"1966, TAMAN SAMUDERA TIMUR,JALAN AIR PUTEH, 2,24000 KEMAMAN, TERENGGANU.",Pasar Mini,Terengganu,Kemaman
15382.0,TESCO SEREMBAN JAYA,"N0 12264, JALAN SEREMBAN JAYA,TAMAN SEREMBAN JAYA,70400 SEREMBAN, NEGERI SEMBILAN,",Hypermarket,Negeri Sembilan,Seremban
15389.0,ECONSAVE CASH AND CARRY ( SETAPAK CENTRAL ),"LOT G-01, SETAPAK CENTRAL,NO. 67, JALAN TAMAN IBU KOTA,DANAU KOTA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Wangsa Maju
15411.0,IN ENG MINI MARKET,"NO. 43,,JLN TMN KOTA JAYA LUAR,,TMN PURA JAYA",Pasar Mini,Perak,"Larut, Matang & Selama"
15427.0,PASARAYA TANAH MERAH,"PEKAN TANAH MERAH,06700 PENDANG, KEDAH,",Pasar Mini,Kedah,Pendang
15458.0,PASAR MINI 99 SPEEDMART PRESINT 9,"T.001-U.01,NO. 1 JALAN P9 E/1,PRESINT 9, 62250 PUTRAJAYA.",Pasar Mini,W.P. Putrajaya,Wp Putrajaya
15467.0,SURIANA YASIN/KEDAI RUNCIT HARUN,"LOT 2496, KG. BUKIT CINA,JALAN PASIR AKAR,22000 JERTEH, TERENGGANU",Kedai Runcit,Terengganu,Besut
15476.0,TUNAS MANJA TEMERLOH,"PUSAT PERNIAGAAN CHENGAL 2,JALAN MENTAKAB TEMERLOH,TEMERLOH, PAHANG",Pasar Raya / Supermarket,Pahang,Temerloh
15479.0,KAK NAB NASI AYAM,"BATARAN MAKAN-MAKAN JELI,BANDAR JELI,",Restoran Melayu,Kelantan,Jeli
15503.0,MAHABBAH KHALIFAH MINI MARKET,"LOT 347,KG WAKAF LANAS,",Pasar Mini,Kelantan,Pasir Puteh
15504.0,FAEZ MAJU RESOURCES,"PT 589 WAKAF LANAS,JALAN KOTA BHARU,",Pasar Mini,Kelantan,Pasir Puteh
15522.0,PASAR BASAH PADANG TENGKU,"PEKAN PADANG TENGKU,KUALA LIPIS, PAHANG,",Pasar Basah ,Pahang,Lipis
15524.0,PASAR AWAM KULAI,"PASAR AWAM KULAI,TAMAN KULAI,81000 KULAI JOHOR",Pasar Basah ,Johor,Johor Bahru
15525.0,LOTUSS STORE SERI ISKANDAR,"NO.1,JALAN SUSUR UTAMA,SERI ISKANDAR,PERAK.",Pasar Raya / Supermarket,Perak,Perak Tengah
15531.0,FAMILY SHOPPING MART,"MUTIARA NIAGA, KD6- KD10, TAMAN MUTIARA, SUNGAI DEDAUN, 87000 WP LABUAN,",Pasar Raya / Supermarket,W.P. Labuan,Kawasan Luar Bandar
15535.0,TESCO TANJUNG PINANG,"JALAN SRI TANJUNG PINANG,TANJUNG TOKONG,",Hypermarket,Pulau Pinang,Timur Laut
15536.0,AEON BIG BUKIT TENGAH,"NO 9, TINGKAT BUKIT MINYAK 1,TAMAN BUKIT MINYAK,14000 BUKIT MERTAJAM, PULAU PINANG.",Hypermarket,Pulau Pinang,Seberang Perai Tengah
15537.0,PASAR AWAM BAHAU,"PASAR AWAM BAHAU,72100 BAHAU,NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Bahau
15541.0,WAN LAI,"96100 SARIKEI,",Restoran Cina,Sarawak,Sarikei
15542.0,YEN YI,"96100 SARIKEI,",Restoran Cina,Sarawak,Sarikei
15552.0,KEDAI KOPI SU GUAN,"NO 7 JALAN RAYA GUAR CHEMPEDAK08800 GUAR CHEMPEDAKKEDAH,",Restoran Cina,Kedah,Yan
15553.0,PASARAYA PANTAI TIMOR JERTEH,"LOT 4125-4136,JALAN ZAINAL ABIDIN,22000 JERTEH TERENGGANU",Pasar Raya / Supermarket,Terengganu,Besut
15556.0,H&L KUCHING SENTRAL,"PARCEL 100, 6TH MILES, JALAN PENRISSEN,KUCHING SENTRAL,SARAWAK",Pasar Raya / Supermarket,Sarawak,Kuching
15563.0,PASAR BORONG WAKAF CHE YEH,"PASAR BORONG WAKAF CHE YEH,,JALAN KUALA KRAI,",Pasar Basah ,Kelantan,Kota Bharu
15575.0,D & J MINI MARKET,"NO 44,ENGKILILI BAZAAR,95800 ENGKILILI.,NO 44,ENGKILILI BAZAAR,95800 ENGKILILI.,",Kedai Runcit,Sarawak,Engkelili
15576.0,PASAR MINI YONG FATT,"PT23-P,JALAN AIR JERNIH,KEMASIK, KEMAMAN,",Pasar Mini,Terengganu,Kemaman
15578.0,PASAR MINI THAI KA,"4935 & 4936,MASJID TANAH,78300, MELAKA",Pasar Mini,Melaka,Alor Gajah
15580.0,KEDAI RUNCIT ZUL-FAR JAYA ENTERPRISE,"NO.13, JALAN TAMAN MELATI 13,TAMAN MELATI,",Kedai Runcit,W.P. Kuala Lumpur,Wangsa Maju
15581.0,KEDAI RUNCIT HALIM SUPPLY,"NO.38, JALAN TAMAN MELATI 13/5,TAMAN MELATI,",Kedai Runcit,W.P. Kuala Lumpur,Wangsa Maju
15582.0,RESTORAN ALYKAN JAM BESAR,"TINGKAT BAWAH WISMA PAHLAWAN,JALAN ISMAIL,",Restoran India Muslim,Kelantan,Kota Bharu
15587.0,KEDAI KOPI ANN HIN,"3415-A,JLN SULTANAH ZAINAB,",Restoran Cina,Kelantan,Kota Bharu
15590.0,MUTIARA CORNER,"MUTIARA CORNER,JALAN DATO' PATI,",Restoran Melayu,Kelantan,Kota Bharu
15591.0,IDAMAN SURI CORNER BAGAN DALAM,"NO 10, LORONG CANTIK 2,TAMAN CANTIK,JALAN PERMATANG PAUH, 13400 BUTTERWORTH,",Restoran Melayu,Pulau Pinang,Seberang Perai Utara
15592.0,KEDAI MINUMAN DAN MAKANAN BUKIT EMAS,"4702, JALAN PERMATANG PAUH, BUTTERWORTH,",Restoran Cina,Pulau Pinang,Seberang Perai Utara
15600.0,KEDAI MAKAN DAN MINUM KAH HIANG,"KEPALA BATAS,",Restoran Cina,Pulau Pinang,Seberang Perai Utara
15602.0,RESTORAN NASI KANDAR SHAHUL HAMID BERTAM INDAH,"TAMAN BERTAM INDAHKEPALA BATAS,",Restoran India Muslim,Pulau Pinang,Seberang Perai Utara
15606.0,TARGET SUPERMARKET,"JALAN BESAR,86200 SIMPANG RENGGAM, JOHOR.,",Pasar Raya / Supermarket,Johor,Kluang
15611.0,RESTORAN CUBA RASA ABC,"NO.1, FLORA UTAMA 2,TAMAN FLORA UTAMA,83000 BATU PAHAT,JOHOR.,",Restoran India Muslim,Johor,Batu Pahat
15613.0,KEPONG KOPITIAM,"LEVEL G, BREM MALL,NO.1, JALAN JAMBU MAWAR,OFF JALAN BESAR KEPONG",Restoran Cina,W.P. Kuala Lumpur,Kepong
15614.0,RESTORAN ALI MAJU ( KEPONG ),"VISTA MAGNA, JALAN PRIMA 5, METRO PRIMA,            52100 KEPONG,  KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Kepong
15616.0,FOOD COURT ( AEON BIG KEPONG ),"NO 2, JLN METRO PERDANA, TMN USAHAWAN KEPONG, 52100 KL.,",Foodcourt,W.P. Kuala Lumpur,Kepong
15618.0,LAM SENG CAFE,"TAMAN SULTAN BADLISHAH, JALAN PEGAWAI, 05050 ALOR SETAR, KEDAH,05050 ALOR SETAR, KEDAH,",Restoran Cina,Kedah,Kota Setar
15620.0,KEDAI NASI CAMPUR AWET MUDA,"NO.58,SUNGAI DUA, PULAU PINANG,",Restoran Melayu,Pulau Pinang,Barat Daya
15621.0,PELITA SAMUDERA PERTAMA SUNGAI DUA,"723L-G,723M-G,723N-G,723P-G,JALAN SUNGAI DUA,11700 PULAU PINANG,",Restoran India Muslim,Pulau Pinang,Barat Daya
15623.0,FOODCOURT TESCO EXTRA SUNGAI DUA,"NO. 675, JALAN SUNGAI DUA,11700 SUNGAI DUA, PULAU PINANG,",Foodcourt,Pulau Pinang,Barat Daya
15631.0,RESTORAN 23 MIXED RICE,"NO.23, JLN MEGA MENDUNG,TMN UNITED,58200 KUALA LUMPUR,",Restoran Cina,W.P. Kuala Lumpur,Seputeh
15645.0,RESTORAN UKHWAH ( UKHWAH KATERING ),"NO.2-28, LORONG MEDAN TUANKU 1, 50300 KUALA LUMPUR,",Restoran Melayu,W.P. Kuala Lumpur,Bukit Bintang
15647.0,RESTORAN SOON TECK,"E7,8 & 9, 4TH FLOOR, SUNGEI WANG PLAZA,JLN SULTAN ISMAIL,50250 KUALA LUMPUR,",Restoran Cina,W.P. Kuala Lumpur,Bukit Bintang
15648.0,FOOD COURT SOGO,"6TH FLOOR, KOMPLEKS PERNAS SOGONO.190, JLN TUANKU ABDUL RAHMAN,50100 KUALA LUMPUR,",Foodcourt,W.P. Kuala Lumpur,Bukit Bintang
15653.0,99 SPEED MART (JLN TIONG NAM),"NO. 2-1 (GROUND & MEZZANINE FLOOR),JALAN TIONG NAM,",Pasar Mini,W.P. Kuala Lumpur,Bukit Bintang
15655.0,AS BORONG & RUNCIT,"DEPAN KUIL INDIA,16200 TUMPAT, KELANTAN.,TUMPAT,",Kedai Runcit,Kelantan,Tumpat
15664.0,PASARAYA BS KUALA ROMPIN SDN. BHD.,"NO.75, 77, 78, 79 & 80, JALAN PASAR,LOT 5002 & LOT 5003, SEK. 1,KUALA ROMPIN,PAHANG DARUL MAKMUR.",Pasar Raya / Supermarket,Pahang,Rompin
15666.0,IMRAN NASI KANDAR,"JALAN TENGKU ABDUL RAHMAN,TAMAN ANGGERIK,ALOR SETAR,KEDAH,",Restoran India Muslim,Kedah,Kota Setar
15687.0,RESTORAN RESTU ILAHI SERI MANJUNG,"JALAN KAMPUNG CINA,32040 SERI MANJUNG, PERAK,",Restoran Melayu,Perak,Manjung
15692.0,MEDAN SELERA ASTAKA,"NO.2, ASTAKA, SERI SERDANG,32000 SITIAWAN, PERAK,",Medan Selera,Perak,Manjung
15694.0,FOODCOURT TESCO MERGONG,"BANDAR BARU MERGONG,05150 ALOR SETAR, KEDAH.,",Foodcourt,Kedah,Kota Setar
15699.0,RUMAH GEMILANG ENTERPRISE,"(PASAR MINI ANAK YATIM),NO.60, BANGUNAN RUMAH KEDAI,08200 SIK, KEDAH DARUL AMAN.",Pasar Mini,Kedah,Sik
15701.0,"PASAR MINI CHIN HUAT TAN,","NO 3 & 4, BANGUNAN KOPERASI SEBERANG PEKAN MDS,PEKAN SIK,08200 SIK, KEDAH.",Pasar Mini,Kedah,Sik
15707.0,ECONSAVE KLUANG,"LOT 1307 & 1308,JALAN MERSING-KLUANG,86000 KLUANG,JOHOR.,",Pasar Raya / Supermarket,Johor,Kluang
15709.0,KOPITIAM YAT SAN,"NO 31, JALAN 5/76B,DESA PANDAN,",Restoran Cina,W.P. Kuala Lumpur,Titiwangsa
15714.0,PASAR MINI PASARAYA KK,"JALAN AU 3/21,TAMAN KERAMAT,",Pasar Mini,W.P. Kuala Lumpur,Setiawangsa
15719.0,RESTORAN ALI MAJU (SETIAWANGSA),"NO 1, JLN AU 1A/4B, TMN KERAMAT PERMAI, 54200 KL.,",Restoran India Muslim,W.P. Kuala Lumpur,Setiawangsa
15720.0,FOOD COURT ( AEON AU2 ),"NO 6, TMN SETIAWANGSA, AU2 TMN KERAMAT, 54200 KL.,",Foodcourt,W.P. Kuala Lumpur,Setiawangsa
15722.0,MEDAN SELERA JLN USAHAWAN ( IQAH CORNER ),"NO 16, MEDAN SELERA, JLN USHAWAN, SETAPAK, 53100 KL.,",Medan Selera,W.P. Kuala Lumpur,Setiawangsa
15724.0,FOOD COURT ( ARENA - AEON MALURI ),"GROUND FLOOR, AEON TAMAN MALURI,JALAN JEJAKA,TAMAN MALURI",Foodcourt,W.P. Kuala Lumpur,Cheras
15726.0,MEDAN SELERA PUSAT PENJAJA TAMAN MALURI,"JALAN JEJAKA,TAMAN MALURI,",Medan Selera,W.P. Kuala Lumpur,Cheras
15732.0,MEDAN SELERA JALAN DUTA,"JALAN SULTAN HJ AHMAD SHAHKOMPLEKS KERAJAAN, 50480 KUALA LUMPUR,",Medan Selera,W.P. Kuala Lumpur,Segambut
15733.0,RESTORAN D'TIMUR,"E - 45 JLN 17/42, TMN KOK DOH, 51200 KL.,",Restoran Melayu,W.P. Kuala Lumpur,Segambut
15735.0,ALI FOOD'S CORNER,"C-01-G M AVENUE, JLN SEGAMBUT, 51200 KL.,",Restoran India Muslim,W.P. Kuala Lumpur,Segambut
15750.0,AEON BIG PUCHONG UTAMA,"LOT 4029,PERSIARAN PUCHONG UTAMA,47100, PUCHONG, SELANGOR.",Hypermarket,Selangor,Petaling
15763.0,MAZNIRA TRADING,"RKT KESEDAR PALOH 2,PALOH 2,",Kedai Runcit,Kelantan,Gua Musang
15766.0,RESTOREN MESRA WANGI,"LOT PT 7747 TAMAN MESRA,JALAN PERSIARAN RAYA,GUA MUSANG, KELANTAN.",Restoran Melayu,Kelantan,Gua Musang
15767.0,PRESTIG DAGANGAN GROUP (R&R),"REHAT & RAWAT GUA MUSANG,RANTAU MANIS,GUA MUSANG",Foodcourt,Kelantan,Gua Musang
15768.0,IRDINA NASI KUKUS,"NO.1 KEDAI MAKAN JALAN PEKAN LAMA,GUA MUSANG,",Restoran Melayu,Kelantan,Gua Musang
15770.0,MEDAN SELERA GUAR CHEMPEDAK,"ST1-6 DATARAN MARA,08800 GUAR CHEMPEDAK,KEDAH.,",Medan Selera,Kedah,Yan
15777.0,KEDAI MAKAN AH CHEW,"309 KAWASAN IKS SIK,PEKAN SIK,KEDAH,",Restoran Cina,Kedah,Sik
15782.0,PASARAYA KEDAWANG SDN. BHD.,"LOT 399,MUKIM KEDAWANG,07100 LANGKAWI, KEDAH",Pasar Mini,Kedah,Langkawi
15783.0,UN LEE ENTERPRISE,"SIMPANG 4,AYER HANGAT,07000 LANGKAWI, KEDAH",Kedai Runcit,Kedah,Langkawi
15784.0,SIN BEE HUP,"NO.5,ARKED POKOK ASAM, LANGKAWI MALL,07000 LANGKAWI KEDAH",Kedai Runcit,Kedah,Langkawi
15785.0,PASARAYA BORONG KH NIZAM,"LOT 1731,KAMPUNG BOHOR, MUKIM BOHOR,07000 LANGKAWI, KEDAH.",Pasar Mini,Kedah,Langkawi
15786.0,EMPORIUM LABUAN SHOPPING MART,"IR7/12- 1R12/16,MANMOHAN WAREHOUSE, JALAN PATAU- PATAU II, P.O. BOX 80792,",Pasar Raya / Supermarket,W.P. Labuan,Kawasan Luar Bandar
15788.0,ROBINA RESTORAN,"TELUK AIR TAWAR,",Restoran Melayu,Pulau Pinang,Seberang Perai Utara
15800.0,KEDAI QAF HA YA AIN SOD,"NO.66, KG.GUNTUNG LUAR,22040 SETIU,TERENGGANU",Kedai Runcit,Terengganu,Setiu
